	14517X1	14517X2	14517X3	14517X10	14517X11	14517X12
YJL190C	11054	9749	11634	4817	4915	4675
YJL189W	8150	7336	8920	5260	4984	4767
YJL187C	470	405	433	684	746	682
YJL186W	2056	1615	1564	1823	1720	1756
YJL185C	120	108	55	188	140	137
YJL184W	316	278	273	229	309	279
YJL183W	1033	898	992	769	767	686
YJL181W	234	176	183	350	362	331
YJL180C	387	311	303	286	272	245
YJL179W	383	304	317	293	318	314
YJL178C	1033	857	779	1261	1131	1135
YJL177W	7788	6328	6809	3665	3898	3715
YJL176C	870	755	817	1235	1221	1139
YJL174W	1869	1474	1381	2815	2663	2554
YJL173C	427	351	429	430	437	466
YJL172W	2838	2214	2229	3933	3506	3365
YJL171C	3548	3065	2784	3125	2762	2389
YJL170C	150	103	94	52	37	38
YJL168C	606	494	584	638	672	575
YJL167W	4736	3830	4007	5367	5333	5075
YJL166W	496	397	381	494	452	495
YJL165C	3862	3389	2751	3743	3053	2695
YJL164C	757	622	362	1169	950	770
YJL163C	164	112	78	372	290	266
YJL162C	277	197	191	365	318	352
tE(UUC)J	1	0	0	0	1	2
YJL161W	115	79	60	316	217	214
YJL160C	110	66	31	89	71	49
YJL159W	29674	23292	15587	51812	49690	45067
YJL158C	4950	4303	3734	5044	4765	4315
YJL157C	897	772	1155	572	634	583
YJL156C	501	441	472	664	619	629
YJL155C	1016	787	530	1380	1110	904
YJL154C	2160	1661	1577	2507	2288	2094
YJL153C	84	78	72	840	726	686
YJL151C	1451	1143	1106	3055	2846	2651
YJL149W	274	218	187	660	681	640
snR128	1642	1792	1051	2049	1400	1028
snR190	8601	10031	10253	12131	8521	6547
YJL148W	542	467	595	445	458	498
YJL147C	132	109	114	161	158	174
YJL146W	268	176	189	306	276	283
YJL145W	967	803	869	1161	1197	1039
YJL144W	262	299	206	833	799	750
YJL143W	557	440	394	419	431	462
YJL141C	2223	1687	993	2879	2115	1930
YJL140W	921	749	783	590	640	540
YJL139C	333	283	303	411	352	347
YJL138C	3351	2759	2803	2149	2288	2197
YJL137C	249	176	141	311	307	259
YJL136W-A	0	1	0	1	0	1
YJL136C	6610	5582	6229	2979	3117	3013
YJL134W	515	421	428	361	429	336
YJL133C-A	197	127	99	393	412	356
YJL133W	629	492	489	526	625	579
YJL132W	297	224	219	462	394	379
YJL131C	124	101	83	97	83	110
YJL130C	12110	9540	9641	7686	6989	7108
YJL129C	1512	1148	1068	1499	1483	1446
YJL128C	1156	877	763	1350	1266	1193
YJL127C-B	348	328	356	614	556	534
YJL127C	550	502	466	782	747	790
YJL126W	241	208	228	270	236	230
YJL125C	314	289	292	401	397	400
YJL124C	1390	1216	1112	1294	1313	1182
YJL123C	1071	854	756	934	1014	907
YJL122W	986	788	896	591	832	831
YJL121C	1655	1288	1395	842	989	975
YJL118W	87	80	71	134	188	205
YJL117W	1752	1401	1555	1508	1479	1389
YJL116C	91	74	90	703	713	669
YJL115W	61	57	55	79	68	69
tA(AGC)J	0	0	0	0	0	0
tD(GUC)J1	0	0	1	0	1	0
YJL112W	382	305	322	385	377	391
YJL111W	1861	1501	1470	1203	1241	1151
YJL110C	263	252	321	400	463	468
YJL109C	4046	3277	4361	4102	4117	4248
YJL108C	613	442	149	704	429	277
YJL107C	807	651	245	825	613	396
YJL106W	241	195	127	302	224	206
YJL105W	32	19	14	764	794	738
YJL104W	631	554	456	451	535	515
snR37	39815	30021	31515	48861	39571	34128
YJL103C	197	127	65	408	278	231
YJL102W	274	205	182	327	259	239
tR(ACG)J	0	2	0	4	4	3
YJL101C	1884	1499	1345	2800	2549	2250
YJL100W	306	231	214	391	408	355
YJL099W	321	272	302	521	524	471
YJL098W	589	503	713	747	798	831
YJL097W	673	524	513	704	708	614
YJL096W	398	332	309	275	243	261
YJL095W	536	387	390	658	604	644
YJL094C	705	573	717	1588	1334	1292
YJL093C	859	648	506	903	808	724
YJL092W	1195	846	849	1728	1507	1408
YJL091C	418	287	360	392	398	384
YJL090C	177	145	132	233	214	233
YJL089W	26	21	17	49	45	48
YJL088W	54	29	12	46	47	44
YJL087C	482	418	510	447	536	489
YJL085W	291	226	242	367	362	375
YJL084C	496	348	390	800	762	748
YJL083W	478	352	274	406	434	352
YJL082W	1358	996	758	1574	1370	1255
YJL081C	1243	1099	1015	853	902	846
YJL080C	7096	5287	5313	4165	4129	4132
YJL079C	412	325	256	1897	1632	1617
YJL078C	328	212	248	166	169	180
YJL077W-B	489	356	332	1164	1042	994
YJL077C	1	2	2	4	1	0
YJL076W	4436	3524	3587	3464	3707	3480
YJL074C	750	646	650	716	705	706
YJL073W	321	220	277	496	511	432
YJL072C	250	189	189	212	205	226
YJL071W	384	268	242	264	264	254
YJL070C	372	281	201	402	319	316
YJL069C	536	537	746	726	828	831
YJL068C	746	594	479	689	713	634
YJL066C	626	500	383	990	885	813
YJL065C	343	242	276	328	390	346
YJL063C	450	343	282	277	272	237
YJL062W-A	413	290	310	394	420	371
YJL062W	653	471	500	502	482	495
YJL061W	1093	948	1079	1171	1021	1042
YJL060W	765	580	542	1126	987	954
YJL059W	155	96	131	162	153	161
YJL058C	143	125	110	214	221	184
YJL057C	611	435	264	885	660	639
YJL056C	229	126	158	112	153	146
YJL055W	1308	1022	886	1077	1128	1061
YJL054W	1395	1120	1021	987	1011	1018
YJL053W	815	592	519	879	748	674
YJL052C-A	0	0	0	0	0	1
YJL052W	11453	9345	5148	9119	7412	6641
YJL051W	192	153	221	174	194	207
YJL050W	2765	2277	2575	1977	2184	2148
YJL049W	164	154	129	159	176	161
YJL048C	852	709	532	476	393	325
YJL047C-A	40	26	41	47	43	55
snR60	0	0	0	0	0	0
YJL047C	469	363	321	554	486	460
YJL046W	426	312	282	298	302	290
tY(GUA)J1	0	2	3	3	2	4
tR(UCU)J1	1	0	0	0	0	0
tD(GUC)J2	0	2	0	2	0	0
YJL045W	21	23	16	18	17	20
YJL044C	1027	757	801	1048	964	943
YJL043W	8	7	7	27	19	21
YJL042W	1605	1168	1016	1854	1639	1694
YJL041W	2274	1770	1693	2456	2502	2446
YJL039C	2261	1786	2165	2460	2301	2233
tD(GUC)J3	0	0	1	0	0	0
tR(UCU)J2	0	0	0	0	0	0
YJL038C	26	11	8	51	49	58
YJL037W	13	12	11	25	18	23
tV(AAC)J	0	0	0	1	0	0
YJL036W	853	658	486	955	784	693
YJL035C	147	109	151	149	165	157
YJL034W	9646	8268	8330	13364	12279	12741
YJL033W	1653	1438	1394	1334	1505	1467
YJL031C	681	506	474	721	562	504
YJL030W	258	213	189	250	275	220
YJL029C	684	537	664	896	878	953
tM(CAU)J1	0	0	0	3	1	2
YJL028W	1	0	0	2	5	2
YJL027C	2	6	4	7	3	1
YJL026W	5731	4682	4055	3541	3375	3258
YJL025W	141	133	181	271	309	281
YJL024C	332	260	293	486	498	436
tG(GCC)J1	0	0	0	0	0	0
YJL023C	175	158	129	261	193	173
YJL020C	1699	1238	1002	2021	1969	1990
YJL019W	230	181	204	272	251	292
YJL016W	541	387	351	1036	874	865
YJL014W	4282	3763	3569	3107	3260	3010
YJL013C	314	246	251	377	359	330
YJL012C	6315	5038	5244	2225	2193	2132
YJL011C	168	183	278	238	255	255
tK(CUU)J	0	0	0	0	0	0
tW(CCA)J	0	0	0	0	0	0
YJL010C	1192	1059	1015	973	1099	1085
YJL008C	3993	3248	3064	2525	2422	2216
tM(CAU)J2	2	0	0	0	0	0
YJL006C	151	133	182	249	254	301
tL(UAA)J	0	0	0	0	0	0
YJL005W	1732	1325	1154	1984	1655	1788
YJL004C	365	283	306	338	331	319
YJL003W	184	188	149	222	214	187
YJL002C	3433	2503	2813	2221	2281	2183
YJL001W	1861	1546	1360	1605	1588	1409
YJR001W	360	336	286	298	314	337
YJR002W	1488	1276	1312	1240	1315	1289
YJR003C	425	317	406	371	488	396
YJR004C	193	132	151	205	209	222
YJR005W	1165	906	810	1834	1617	1541
YJR005C-A	3	1	3	96	119	108
YJR006W	380	323	350	330	337	317
YJR007W	3666	2955	2887	2480	2509	2347
YJR008W	567	387	224	899	639	553
YJR009C	28528	22987	20296	12475	12198	10789
YJR010W	233	208	203	647	699	608
YJR010C-A	180	164	170	218	163	148
YJR011C	168	120	130	208	166	135
YJR012C	106	96	93	135	128	126
YJR013W	289	266	237	294	280	311
YJR014W	1589	1383	1163	1384	1465	1419
YJR015W	1529	1264	1360	1332	1245	1272
YJR016C	17183	14057	13442	1819	2324	2450
YJR017C	935	773	684	904	981	853
YJR019C	247	228	191	300	287	267
YJR021C	216	200	169	361	335	353
YJR022W	93	87	72	124	155	159
YJR024C	829	696	692	427	463	421
YJR025C	530	438	366	994	1010	919
YJR030C	235	175	188	231	201	253
YJR031C	788	660	720	793	758	768
YJR032W	518	449	550	354	436	400
YJR033C	928	720	631	985	807	792
YJR034W	183	141	129	128	134	117
YJR035W	480	384	308	606	549	523
YJR036C	161	144	96	257	178	138
YJR039W	400	326	216	629	493	410
YJR040W	790	665	606	879	812	758
YJR041C	825	624	927	926	987	1001
YJR042W	575	451	494	616	658	582
YJR043C	322	305	310	307	354	358
tM(CAU)J3	0	1	0	0	0	0
YJR044C	441	344	337	591	609	602
YJR045C	13162	10295	10462	10608	11080	11044
YJR046W	1075	1017	956	1520	1589	1570
tS(AGA)J	6	1	1	5	5	5
YJR047C	480	441	450	649	608	536
YJR048W	441	384	364	50	80	68
YJR049C	754	591	568	904	875	849
YJR050W	373	307	261	396	454	392
YJR051W	827	686	579	1014	1016	901
tG(GCC)J2	0	1	0	1	4	1
YJR052W	360	352	268	472	425	427
YJR053W	188	173	194	295	281	306
YJR054W	294	295	346	441	502	477
tR(CCU)J	0	1	0	0	0	0
YJR055W	69	60	76	96	121	122
tD(GUC)J4	0	0	0	0	0	0
YJR056C	228	198	228	274	328	352
tY(GUA)J2	7	1	1	1	0	2
YJR057W	270	243	243	308	275	265
YJR058C	189	163	126	193	176	193
YJR059W	1913	1349	929	1310	1286	1231
YJR060W	418	410	423	450	515	502
YJR061W	296	220	211	145	131	103
YJR062C	599	457	345	611	554	518
YJR063W	649	545	645	426	525	476
YJR064W	4360	3637	3710	3235	3062	3000
YJR065C	3295	2697	2459	3950	3798	3647
YJR066W	1597	1197	1204	1581	1464	1548
YJR067C	100	104	92	148	123	149
YJR068W	944	761	694	835	805	708
YJR069C	698	600	560	409	456	437
YJR070C	3119	2650	2818	1126	1262	1335
YJR072C	1769	1476	1404	1529	1693	1521
YJR073C	814	594	472	639	584	497
YJR074W	494	370	353	425	424	389
YJR075W	1921	1502	1474	1662	1757	1684
YJR076C	1251	1044	921	972	1005	943
YJR077C	1823	1440	1389	1766	1710	1678
YJR078W	56	70	66	496	509	461
YJR079W	2	2	2	16	8	13
YJR080C	774	603	505	598	479	455
YJR082C	312	233	284	412	412	395
YJR083C	233	191	157	222	227	192
YJR084W	279	243	216	296	314	260
YJR085C	600	488	499	761	769	715
YJR086W	337	239	225	393	342	320
YJR088C	977	798	804	799	856	811
YJR089W	405	321	307	527	439	436
YJR090C	1134	902	1007	1296	1172	1278
YJR091C	2486	2008	1625	2965	2555	2506
YJR092W	1010	752	1012	967	1078	970
YJR093C	323	283	252	426	437	428
YJR094C	62	46	47	57	58	53
YJR094W-A	6219	5072	5525	2374	2307	2242
YJR095W	24	16	10	73	59	45
YJR096W	740	620	418	1218	870	793
YJR097W	92	76	123	129	186	185
YJR098C	170	136	107	192	169	144
YJR099W	380	283	243	362	323	250
YJR100C	391	351	280	440	404	350
tL(UAG)J	0	0	0	1	0	0
YJR101W	703	576	559	509	465	408
YJR102C	281	246	216	306	242	211
YJR103W	2063	1763	1507	1178	1083	1002
YJR104C	8120	6674	5721	9378	8810	7775
YJR105W	5358	4448	4813	4160	4370	4001
YJR106W	334	273	251	465	395	409
YJR107W	88	81	85	216	186	169
YJR108W	73	53	54	136	150	156
YJR109C	3111	2205	1716	1601	1549	1473
YJR110W	454	354	287	539	518	503
YJR111C	158	117	142	231	278	247
YJR112W	226	158	185	223	234	240
YJR112W-A	75	79	74	100	95	91
YJR113C	734	611	516	663	647	638
YJR115W	105	83	49	104	83	86
YJR116W	209	172	162	515	573	539
YJR117W	1621	1415	1344	1455	1271	1245
YJR118C	363	306	308	251	240	235
YJR119C	154	102	112	270	304	299
YJR120W	27	20	19	41	39	26
YJR121W	8102	6338	5260	7386	6700	6331
YJR122W	299	197	184	236	211	192
YJR123W	36857	30983	31795	14769	15513	13980
YJR124C	497	424	465	339	423	462
YJR125C	1254	950	712	1329	1311	1239
YJR126C	1492	1180	1082	1250	1124	1078
YJR127C	699	444	420	587	477	524
snR3	2637	3078	3232	3944	2475	2262
YJR129C	235	196	176	208	252	229
YJR130C	539	373	263	472	447	347
YJR131W	438	312	372	328	290	270
YJR132W	1476	1223	1537	1678	1681	1631
YJR133W	640	459	422	334	338	308
YJR134C	700	519	449	646	587	500
YJR135C	99	80	100	133	135	124
YJR135W-A	505	375	421	398	338	304
YJR136C	229	171	183	252	267	250
YJR137C	782	634	654	670	597	548
YJR138W	640	509	599	553	428	481
YJR139C	5508	4657	4580	3665	3313	3040
YJR140C	893	734	793	1107	932	944
YJR141W	185	183	206	171	183	181
YJR142W	578	473	414	689	557	531
YJR143C	4862	4093	4202	2997	2745	2626
YJR144W	576	530	484	546	577	511
YJR145C	13518	11444	11846	5800	5790	5567
YJR147W	418	375	334	325	361	350
YJR148W	7798	6102	5678	5582	5935	5130
YJR149W	275	242	308	362	393	409
YJR150C	39	23	34	852	805	777
YJR151C	82	51	46	197	165	234
YJR151W-A	0	0	0	2	0	0
YJR152W	269	209	179	558	509	489
YJR153W	8	8	5	16	10	8
YJR154W	215	124	70	168	138	114
YJR155W	124	98	42	111	99	59
YJR156C	8	11	5	24	10	13
YJR158W	0	0	0	0	0	0
YJR159W	2	0	0	0	1	1
YJR160C	4	6	4	3	8	2
YJR161C	40	41	30	32	42	33
YKL224C	0	0	0	1	1	0
YKL222C	203	127	156	174	192	154
YKL221W	5	4	4	18	2	10
YKL220C	174	126	109	241	225	264
YKL219W	301	260	256	314	337	297
YKL218C	689	498	309	456	401	331
YKL217W	78	54	38	103	72	53
YKL216W	6616	5608	5994	4095	4118	3904
YKL215C	765	623	714	782	734	657
YKL214C	461	346	340	289	285	279
YKL213C	1615	1289	1156	1734	1606	1452
YKL212W	3730	3047	2987	3881	3750	3779
YKL211C	1316	986	948	967	1066	992
snR64	61	72	61	65	44	32
YKL210W	8123	6624	6397	6675	6322	5887
YKL209C	2434	2111	2725	1753	1723	1702
tT(CGU)K	0	0	0	0	0	0
YKL208W	261	195	159	343	275	270
YKL207W	1284	1011	1049	945	951	884
YKL206C	446	381	292	408	404	409
YKL205W	1061	801	1025	1006	1159	1151
YKL204W	1079	883	819	1199	1161	1140
YKL203C	1336	1055	1166	1665	1499	1568
YKL201C	157	138	111	223	200	225
YKL198C	488	447	329	372	418	373
YKL197C	662	527	495	694	646	629
tN(GUU)K	0	0	0	1	3	1
YKL196C	1586	1339	1489	1931	1897	1591
YKL195W	2251	1844	1476	1846	1701	1453
YKL194C	406	313	276	347	329	328
YKL193C	723	534	336	992	831	724
YKL192C	1046	809	783	852	800	820
YKL191W	1762	1473	1406	544	659	650
YKL190W	481	350	339	758	886	809
tL(UAA)K	0	0	0	0	0	0
YKL189W	345	297	224	498	449	397
YKL188C	198	173	99	215	205	153
YKL187C	301	231	139	530	493	393
YKL186C	969	786	830	1377	1348	1183
YKL185W	746	495	404	573	448	456
YKL184W	1312	1082	1039	1361	1322	1246
YKL183C-A	0	0	0	2	1	5
YKL183W	564	523	433	363	376	342
YKL182W	34566	26805	27703	57045	51505	50015
YKL181W	3732	3078	3184	2044	2314	2243
YKL180W	14070	11450	12137	5786	6243	5879
YKL179C	1444	1245	1044	1474	1403	1363
YKL178C	45	32	33	92	83	78
YKL176C	1331	1118	1033	1305	1233	1125
YKL175W	1448	1171	1129	1645	1547	1427
YKL174C	826	713	806	980	968	907
YKL173W	665	560	753	1123	1084	997
YKL172W	1611	1500	1417	1010	1170	1058
YKL171W	475	407	288	886	678	694
YKL170W	570	462	376	401	408	359
YKL168C	593	453	309	545	487	490
YKL167C	297	232	184	273	231	228
YKL166C	311	285	363	384	407	370
YKL165C	783	608	778	933	925	887
tE(UUC)K	4	2	0	17	8	8
YKL164C	4995	3836	2860	2775	2674	2204
YKL163W	209	129	51	671	468	444
YKL162C	160	108	74	171	171	134
YKL161C	623	467	380	1157	1086	911
YKL160W	1018	875	763	778	955	815
YKL159C	318	258	377	440	458	360
YKL157W	3551	2932	2675	3656	3187	2975
YKL156W	3364	2948	3464	2093	2242	2406
YKL155C	511	460	407	454	544	482
YKL154W	453	364	369	322	378	340
tR(UCU)K	1	0	0	0	1	0
YKL152C	89418	74051	69945	53093	51575	47572
YKL151C	489	345	219	985	896	773
YKL150W	1626	1253	725	2564	2157	1847
YKL149C	190	157	175	191	177	185
YKL148C	671	506	262	395	326	281
YKL146W	811	659	531	809	834	790
YKL145W	3648	3037	2779	3495	3258	2908
YKL144C	262	225	299	272	330	328
YKL143W	701	605	574	599	733	666
YKL142W	1980	1512	972	2946	2451	2178
YKL141W	1056	873	834	440	399	414
YKL140W	825	630	559	1001	880	837
YKL139W	361	247	297	407	475	503
YKL138C-A	229	255	223	255	287	275
YKL138C	495	392	342	365	366	320
YKL137W	310	220	272	223	230	202
YKL135C	1183	867	883	1377	1179	1037
YKL134C	336	236	253	383	347	318
YKL133C	283	240	143	467	355	392
YKL132C	190	167	190	191	202	212
YKL130C	323	269	255	365	297	298
YKL129C	967	721	652	1501	1310	1295
YKL128C	1253	1088	1156	850	967	927
tK(CUU)K	2	4	0	3	1	1
YKL127W	2193	1761	1785	1700	1676	1553
YKL126W	2169	1691	1554	3270	2657	2515
YKL125W	144	159	268	546	633	666
YKL124W	500	354	232	692	595	520
YKL122C	680	514	511	524	545	520
YKL121W	650	503	356	847	676	616
YKL120W	1564	1303	1501	384	431	445
YKL119C	287	231	263	285	259	242
tA(AGC)K1	0	0	0	0	0	1
YKL117W	1931	1690	1369	1781	1590	1526
YKL116C	625	539	536	746	751	619
YKL114C	647	480	463	475	452	464
YKL113C	677	557	502	460	519	503
YKL112W	853	625	753	640	707	706
YKL110C	696	581	607	717	838	784
YKL109W	3516	2695	1135	1010	777	634
YKL108W	192	125	153	184	231	216
YKL106C-A	14	27	16	39	34	30
YKL107W	37	25	10	60	58	48
YKL106W	549	511	728	432	488	567
YKL105C	794	587	415	666	655	547
YKL104C	5050	3613	3647	7708	7236	6732
YKL103C	1722	1201	722	4488	3796	3276
YKL101W	1474	1119	1025	1639	1497	1706
YKL100C	1924	1384	1241	2288	1787	1678
YKL099C	589	511	624	569	725	720
YKL098W	394	366	297	570	541	488
YKL096C-B	2	2	4	2	3	2
YKL096W-A	18784	16049	15612	10097	11349	10656
YKL096W	2301	1652	989	2673	2441	2285
YKL095W	277	219	189	526	577	478
YKL094W	1568	1246	1000	2466	2383	2204
YKL093W	66	45	24	142	107	97
YKL092C	559	439	382	585	524	518
YKL091C	479	332	234	655	560	501
YKL090W	120	104	122	155	151	144
YKL089W	123	103	131	174	193	183
YKL088W	232	199	180	220	234	232
YKL087C	268	196	204	235	209	202
YKL086W	58	44	34	242	240	192
YKL085W	1409	1102	849	1209	1120	1032
YKL084W	228	189	182	201	244	196
YKL082C	139	99	126	82	105	108
YKL081W	20915	17076	19422	11177	12195	11556
snR38	13	14	13	23	22	17
YKL080W	4424	3442	3690	2902	3029	2954
YKL079W	935	707	640	1388	1304	1103
YKL078W	515	481	535	396	474	506
YKL077W	2152	1826	1891	2075	1802	1803
YKL075C	213	198	225	238	244	273
YKL074C	401	322	411	545	616	556
YKL073W	1572	1306	1363	1722	1584	1521
YKL072W	354	234	242	425	403	327
tW(CCA)K	2	2	0	5	2	5
YKL071W	30	13	28	38	46	43
YKL070W	3	1	1	5	11	12
YKL069W	364	343	341	398	439	394
tV(AAC)K1	0	0	0	0	0	0
YKL068W-A	147	113	272	561	553	663
YKL068W	1234	1002	1153	1430	1549	1437
tH(GUG)K	5	0	1	2	4	1
YKL067W	1803	1401	1157	3274	3009	2877
YKL065W-A	15	8	16	27	17	20
YKL065C	2035	1623	1438	3329	2519	2472
YKL064W	1866	1428	1109	1647	1317	1255
YKL063C	440	344	354	447	444	430
YKL062W	1099	809	493	1522	1422	1259
YKL061W	194	175	144	348	275	253
YKL060C	189907	152816	143762	70321	77811	70936
YKL059C	413	379	355	514	528	468
YKL058W	682	542	643	774	703	637
YKL057C	934	649	840	921	878	915
YKL056C	17012	14125	17544	9345	9097	8632
YKL055C	101	91	92	106	113	121
YKL054C	3565	2802	2474	2387	2653	2663
YKL053C-A	394	326	326	380	358	296
YKL052C	244	225	255	705	794	706
YKL051W	299	240	259	471	482	458
YKL050C	142	118	102	201	195	176
YKL049C	278	247	217	418	371	397
YKL048C	202	175	210	334	368	318
YKL047W	479	366	349	561	531	534
YKL046C	808	677	598	1188	1138	1082
YKL045W	378	311	281	358	342	296
YKL043W	625	438	172	321	264	182
YKL042W	164	117	125	238	268	239
YKL041W	23	8	5	10	7	9
YKL040C	715	589	632	582	552	548
YKL039W	1756	1458	1311	2997	2667	2518
snR69	41	45	34	40	41	32
YKL038W	1108	811	645	1396	1266	1162
YKL037W	7	4	5	3	5	4
YKL035W	8169	6320	3405	4648	3692	3383
YKL034W	580	419	419	691	636	545
YKL033W-A	1618	1246	1336	899	875	864
YKL033W	414	302	393	438	507	437
tV(AAC)K2	0	0	0	1	1	0
YKL032C	771	630	477	716	680	671
YKL029C	2197	1837	1923	764	972	1000
YKL028W	779	697	749	1011	1095	1067
YKL027W	533	452	424	494	519	479
YKL026C	226	176	94	312	198	188
YKL025C	557	445	386	592	595	553
YKL024C	1437	1153	1161	1077	1084	977
YKL023C-A	464	396	345	272	325	328
YKL023W	188	153	131	255	213	228
YKL022C	487	418	452	640	643	671
YKL021C	564	467	379	355	366	330
YKL020C	838	619	573	986	850	891
YKL019W	941	790	687	700	711	609
YKL018C-A	6	4	8	6	4	4
YKL018W	312	277	323	300	322	321
YKL017C	474	379	350	431	400	377
YKL016C	1417	1191	1070	1527	1370	1400
YKL015W	1098	774	778	879	914	892
YKL014C	1977	1546	2079	1790	1871	1864
YKL013C	1588	1230	1211	1941	1800	1612
YKL012W	895	632	549	1075	951	852
YKL011C	253	198	200	195	166	158
YKL010C	995	788	836	1657	1599	1527
YKL009W	1399	1293	1384	1116	1184	1074
YKL008C	1029	787	813	868	816	915
YKL007W	1511	1124	1025	1689	1468	1378
YKL006C-A	319	273	289	339	344	337
snR87	16	14	17	17	14	14
YKL006W	4265	3677	3833	1995	2276	2028
YKL005C	403	304	305	567	529	526
YKL004W	1514	1187	1179	1252	1172	1111
YKL003C	414	352	319	289	309	270
YKL002W	631	498	454	751	686	617
YKL001C	355	328	335	537	507	505
YKR001C	2959	2438	2199	2455	2237	2150
YKR002W	712	575	465	736	750	699
YKR003W	866	663	664	1382	1271	1234
YKR004C	90	65	82	127	142	141
YKR005C	95	63	65	66	70	68
YKR006C	972	691	618	542	556	496
YKR007W	492	385	330	500	525	471
YKR008W	428	349	362	412	398	386
YKR009C	210	211	128	259	260	207
tL(CAA)K	2	1	0	1	0	0
YKR010C	199	129	191	262	276	247
YKR011C	601	391	284	757	714	601
YKR013W	3079	2515	2412	4410	4608	4551
YKR014C	933	796	679	1260	1228	1102
YKR015C	2	5	2	10	10	9
YKR016W	1120	901	668	927	781	808
YKR017C	337	265	241	454	396	380
YKR018C	3433	2824	2327	3797	3369	3093
YKR019C	363	331	380	693	624	620
YKR020W	245	225	204	406	426	334
YKR021W	678	450	410	698	656	597
YKR022C	407	305	328	400	389	332
YKR023W	216	166	171	239	239	240
YKR024C	276	257	486	511	547	630
YKR025W	237	210	182	286	299	294
YKR026C	886	789	866	912	922	862
tR(ACG)K	0	0	0	2	0	0
YKR027W	433	316	308	533	486	485
YKR028W	1517	1278	1168	1352	1306	1287
YKR029C	389	321	294	538	503	488
YKR030W	324	230	199	298	325	325
YKR031C	1090	851	825	1693	1442	1438
YKR034W	3	5	4	20	23	16
YKR035W-A	708	634	563	711	656	614
YKR036C	458	390	400	486	488	461
YKR037C	256	197	173	347	310	299
YKR038C	877	705	657	1052	1111	1053
tD(GUC)K	0	0	0	0	1	0
YKR039W	154	131	97	248	222	197
tA(AGC)K2	1	0	0	0	0	1
YKR041W	36	37	29	32	52	33
YKR042W	11728	9758	8790	9130	9421	8407
YKR043C	1712	1422	1320	1331	1443	1413
YKR044W	400	321	345	412	460	399
YKR045C	158	128	154	197	223	216
YKR046C	317	222	149	1071	1072	995
YKR048C	4217	3362	3027	4013	4354	4226
YKR049C	369	284	198	729	657	594
YKR050W	922	647	516	989	930	877
YKR051W	508	337	311	341	326	283
YKR052C	486	382	284	943	978	841
YKR053C	205	134	108	2493	2017	1639
YKR054C	1547	1154	1287	1475	1332	1407
YKR055W	93	74	86	115	100	146
YKR056W	712	648	700	608	650	587
YKR057W	4334	3811	4667	1570	1497	1426
YKR058W	1374	916	218	509	402	277
YKR059W	4493	3519	3450	2247	2470	2441
YKR060W	270	266	302	265	295	323
YKR061W	343	292	363	1002	977	912
snR42	8200	6902	6656	10589	8191	7021
YKR062W	702	526	475	669	694	662
YKR063C	370	352	364	406	436	405
YKR064W	478	368	384	494	471	521
YKR065C	771	640	606	804	743	693
YKR066C	1791	1404	1197	535	612	560
YKR067W	723	483	349	938	787	725
YKR068C	598	515	500	777	640	621
YKR069W	207	189	163	489	425	379
YKR070W	844	661	626	804	802	721
YKR071C	1442	1172	1107	1204	1363	1390
YKR072C	1983	1476	1017	1539	1555	1388
tK(UUU)K	5	4	0	5	3	3
YKR074W	812	665	771	656	557	551
YKR075C	417	298	103	339	265	151
YKR076W	264	196	108	868	738	654
YKR077W	38	30	41	62	64	74
YKR078W	317	254	180	288	316	274
YKR079C	643	461	600	694	639	647
YKR080W	2082	1334	655	531	482	348
YKR081C	1479	1232	1075	866	954	965
YKR082W	1602	1265	1451	1673	1665	1609
YKR083C	137	123	131	63	95	85
YKR084C	1639	1344	1260	1489	1435	1282
YKR085C	461	362	411	266	326	289
YKR086W	558	461	559	719	790	757
YKR087C	417	350	348	395	474	410
YKR088C	558	460	459	498	491	437
YKR089C	1476	1160	889	1601	1374	1300
YKR090W	905	686	611	779	745	724
YKR091W	1169	813	562	2746	2659	2365
YKR092C	1973	1702	2076	1526	1681	1629
YKR093W	2715	2163	1940	2056	1990	1701
YKR094C	8304	6955	7220	2506	2489	2231
YKR095W	2615	1984	2065	1654	1463	1553
YKR095W-A	281	222	226	154	153	112
YKR096W	993	766	653	1083	970	916
YKR097W	89	78	55	158	125	117
YKR098C	357	225	172	586	428	394
YKR099W	388	346	486	680	918	864
YKR100C	549	469	390	551	540	541
YKR101W	132	108	114	200	182	175
YKR102W	209	126	78	224	164	172
YKR103W	436	337	333	388	366	377
YKR104W	20	17	23	22	25	30
YKR105C	0	1	1	9	1	6
YKR106W	35	23	25	30	32	32
YLL067C	0	0	0	0	0	0
YLL066W-B	0	0	0	0	0	1
YLL066C	0	0	0	0	0	1
YLL064C	0	0	0	0	0	0
YLL063C	51	38	61	101	93	94
YLL062C	88	72	57	237	200	192
YLL061W	240	174	215	521	380	371
YLL060C	151	138	138	576	591	460
YLL058W	572	459	330	1173	985	895
YLL057C	45	58	46	126	104	90
YLL056C	164	135	147	271	226	246
YLL055W	349	282	206	587	471	370
YLL054C	296	220	267	337	306	288
YLL053C	65	33	41	86	84	63
YLL052C	43	32	23	64	68	67
YLL051C	970	751	678	1902	1752	1647
YLL050C	4175	3525	3406	4000	3602	3304
YLL049W	188	157	179	194	177	155
YLL048C	5017	3954	4278	3910	3641	3637
YLL046C	8	6	15	63	50	55
